head	relation_type	term	term_key	zh_or_note	raw
contamination	kin	contact	contact	n./v. 接触；联系	contact | n./v. 接触；联系 | direct contact / contact local officials | 直接接触；联系地方官员
contamination	kin	container	container	n. 容器；集装箱	container | n. 容器；集装箱 | sealed container / cargo container | 密封容器；货运集装箱
metacognition	family	metacognitive	metacognitive	adj. 元认知的	metacognitive | adj. 元认知的 | metacognitive awareness | 元认知意识
metacognition	kin	cognition	cognition	n. 认知	cognition | n. 认知 | human cognition / social cognition | 人类认知；社会认知
metacognition	kin	recognition	recognition	n. 识别；承认	recognition | n. 识别；承认 | word recognition / international recognition | 单词识别；国际承认
metacognition	kin	metaphor	metaphor	n. 隐喻	metaphor | n. 隐喻 | visual metaphor / dead metaphor | 视觉隐喻；死隐喻
feedback	family	feedbacked	feedbacked	adj. 被反馈的；经反馈的	feedbacked | adj. 被反馈的；经反馈的 | feedbacked response | 经反馈的回应
reinforcement	family	reinforce	reinforce	v. 强化	reinforce | v. 强化 | reinforce behaviour | 强化行为
retention	family	retain	retain	v. 保留；记住	retain | v. 保留；记住 | retain information | 保留信息
aptitude	family	apt	apt	adj. 易于……的	apt | adj. 易于……的 | apt learner | 善学者
numeracy	family	numerate	numerate	adj. 有计算能力的	numerate | adj. 有计算能力的 | numerate worker | 有计算能力的工人
numeracy	kin	number	number	n./v. 数字；编号	number | n./v. 数字；编号 | student number / number the pages | 学号；给页面编号
numeracy	kin	numerical	numerical	adj. 数字的	numerical | adj. 数字的 | numerical data / numerical order | 数字数据；数字顺序
numeracy	kin	enumerate	enumerate	v. 列举；枚举	enumerate | v. 列举；枚举 | enumerate causes / enumerate items | 列举原因；逐项列出
assessment	family	assess	assess	v. 评估	assess | v. 评估 | assess progress | 评估进展
engagement	family	engage	engage	v. 参与；吸引	engage | v. 参与；吸引 | engage learners | 吸引学习者
distraction	family	distract	distract	v. 分散注意力	distract | v. 分散注意力 | distract students | 使学生分心
distraction	kin	distract	distract	v. 分散注意力	distract | v. 分散注意力 | distract drivers / distract students | 分散司机注意；分散学生注意
distraction	kin	tract	tract	n. 地带；大片土地	tract | n. 地带；大片土地 | forest tract / digestive tract | 森林地带；消化道
distraction	kin	attract	attract	v. 吸引	attract | v. 吸引 | attract investment / attract attention | 吸引投资；吸引注意力
comprehension	family	comprehend	comprehend	v. 理解	comprehend | v. 理解 | comprehend argument | 理解论证
behaviorism	family	behaviorist	behaviorist	n./adj. 行为主义者/行为主义的	behaviorist | n./adj. 行为主义者/行为主义的 | behaviorist approach | 行为主义方法
constructivism	family	constructivist	constructivist	adj. 建构主义的	constructivist | adj. 建构主义的 | constructivist classroom | 建构主义课堂
constructivism	kin	structure	structure	n. 结构	structure | n. 结构 | social structure / sentence structure | 社会结构；句子结构
constructivism	kin	instruct	instruct	v. 指导；命令	instruct | v. 指导；命令 | instruct students / instruct officials | 指导学生；命令官员
constructivism	kin	destruction	destruction	n. 破坏	destruction | n. 破坏 | environmental destruction / destruction of evidence | 环境破坏；毁灭证据
hormone	family	hormonal	hormonal	adj. 激素的	hormonal | adj. 激素的 | hormonal change | 激素变化
homeostasis	family	homeostatic	homeostatic	adj. 稳态的	homeostatic | adj. 稳态的 | homeostatic regulation | 稳态调节
pathogen	family	pathogenic	pathogenic	adj. 致病的	pathogenic | adj. 致病的 | pathogenic bacteria | 致病细菌
pathogen	kin	path	path	n. 路径	path | n. 路径 | disease path / career path | 疾病路径；职业路径
pathogen	kin	pathology	pathology	n. 病理学	pathology | n. 病理学 | clinical pathology / social pathology | 临床病理学；社会病态
pathogen	kin	sympathy	sympathy	n. 同情	sympathy | n. 同情 | public sympathy / sympathy for patients | 公众同情；对患者的同情
antibody	family	antigen	antigen	n. 抗原	antigen | n. 抗原 | antigen detection | 抗原检测
vaccination	family	vaccinate	vaccinate	v. 接种疫苗	vaccinate | v. 接种疫苗 | vaccinate children | 给儿童接种疫苗
vaccination	kin	vaccine	vaccine	n. 疫苗	vaccine | n. 疫苗 | flu vaccine / vaccine safety | 流感疫苗；疫苗安全
vaccination	kin	vacate	vacate	v. 腾出；离开	vacate | v. 腾出；离开 | vacate a seat / vacate property | 腾出座位；腾空房产
vaccination	kin	vacuum	vacuum	n./v. 真空；吸尘	vacuum | n./v. 真空；吸尘 | vacuum cleaner / vacuum chamber | 吸尘器；真空室
immunity	family	immune	immune	adj. 免疫的	immune | adj. 免疫的 | immune response | 免疫反应
diagnosis	family	diagnose	diagnose	v. 诊断	diagnose | v. 诊断 | diagnose disease | 诊断疾病
infection	family	infect	infect	v. 感染	infect | v. 感染 | infect cells | 感染细胞
epidemic	family	epidemic	epidemic	adj. 流行性的	epidemic | adj. 流行性的 | epidemic spread | 流行传播
epidemic	kin	demos	demos	n. 人民	demos | n. 人民 | the demos / democratic demos | 人民大众；民主人民
epidemic	kin	pandemic	pandemic	n./adj. 大流行病	pandemic | n./adj. 大流行病 | global pandemic / pandemic response | 全球大流行；疫情应对
epidemic	kin	endemic	endemic	adj. 地方性的；流行的	endemic | adj. 地方性的；流行的 | endemic disease / endemic corruption | 地方病；地方性腐败
chronic	family	chronically	chronically	adv. 长期地	chronically | adv. 长期地 | chronically ill | 长期患病
chronic	kin	chronology	chronology	n. 年代顺序	chronology | n. 年代顺序 | historical chronology / event chronology | 历史年表；事件时间线
chronic	kin	chronicle	chronicle	n./v. 编年史；记录	chronicle | n./v. 编年史；记录 | a family chronicle / chronicle social change | 家族编年史；记录社会变化
chronic	kin	synchronize	synchronize	v. 同步	synchronize | v. 同步 | synchronize data / synchronize schedules | 同步数据；同步日程
nucleus	family	nuclear	nuclear	adj. 核的	nuclear | adj. 核的 | nuclear membrane | 核膜
genetic	family	gene	gene	n. 基因	gene | n. 基因 | gene expression | 基因表达
genetic	kin	gene	gene	n. 基因	gene | n. 基因 | gene therapy / gene sequence | 基因治疗；基因序列
genetic	kin	genome	genome	n. 基因组	genome | n. 基因组 | human genome / genome editing | 人类基因组；基因组编辑
genetic	kin	genesis	genesis	n. 起源	genesis | n. 起源 | genesis of conflict / Genesis narrative | 冲突起源；创世叙事
respiration	family	respire	respire	v. 呼吸	respire | v. 呼吸 | cells respire | 细胞呼吸
digestion	family	digest	digest	v. 消化；理解	digest | v. 消化；理解 | digest food | 消化食物
excavation	family	excavate	excavate	v. 挖掘	excavate | v. 挖掘 | excavate ruins | 发掘遗址
relic	family	relict	relict	adj. 残存的	relict | adj. 残存的 | relict species | 残遗物种
civilization	family	civilized	civilized	adj. 文明的	civilized | adj. 文明的 | civilized society | 文明社会
dynasty	family	dynastic	dynastic	adj. 王朝的	dynastic | adj. 王朝的 | dynastic rule | 王朝统治
empire	family	imperial	imperial	adj. 帝国的	imperial | adj. 帝国的 | imperial expansion | 帝国扩张
colonization	family	colonize	colonize	v. 殖民	colonize | v. 殖民 | colonize territory | 殖民领土
monument	family	monumental	monumental	adj. 纪念性的；巨大的	monumental | adj. 纪念性的；巨大的 | monumental architecture | 纪念性建筑
inscription	family	inscribe	inscribe	v. 题写；雕刻	inscribe | v. 题写；雕刻 | inscribe a name | 刻写名字
inscription	kin	script	script	n. 文字；脚本	script | n. 文字；脚本 | ancient script / film script | 古文字；电影剧本
inscription	kin	description	description	n. 描述	description | n. 描述 | product description / detailed description | 产品描述；详细描述
inscription	kin	transcription	transcription	n. 转写	transcription | n. 转写 | phonetic transcription / interview transcription | 音标转写；访谈转录
archaeology	family	archaeological	archaeological	adj. 考古的	archaeological | adj. 考古的 | archaeological site | 考古遗址
archaeology	kin	archaic	archaic	adj. 古老的；过时的	archaic | adj. 古老的；过时的 | archaic language / archaic law | 古老语言；过时法律
archaeology	kin	archive	archive	n./v. 档案；归档	archive | n./v. 档案；归档 | digital archive / archive historical records | 数字档案；归档历史记录
archaeology	kin	architect	architect	n. 建筑师；设计者	architect | n. 建筑师；设计者 | chief architect / architect of reform | 总建筑师；改革设计者
chronology	family	chronological	chronological	adj. 按时间顺序的	chronological | adj. 按时间顺序的 | chronological order | 年代顺序
chronology	kin	chronic	chronic	adj. 慢性的；长期的	chronic | adj. 慢性的；长期的 | chronic disease / chronic poverty | 慢性病；长期贫困
chronology	kin	chronicle	chronicle	n./v. 编年史；记录	chronicle | n./v. 编年史；记录 | historical chronicle / chronicle social change | 历史编年史；记录社会变化
chronology	kin	synchronize	synchronize	v. 同步	synchronize | v. 同步 | synchronize data / synchronize schedules | 同步数据；同步日程
historian	family	history	history	n. 历史	history | n. 历史 | social history | 社会史
legacy	family	legatee	legatee	n. 遗产继承人	legatee | n. 遗产继承人 | legal legatee | 合法受遗赠人
prehistoric	family	prehistory	prehistory	n. 史前史	prehistory | n. 史前史 | human prehistory | 人类史前史
equator	family	equatorial	equatorial	adj. 赤道的	equatorial | adj. 赤道的 | equatorial climate | 赤道气候
hemisphere	family	hemispheric	hemispheric	adj. 半球的	hemispheric | adj. 半球的 | hemispheric climate | 半球气候
cartography	family	cartographic	cartographic	adj. 制图的	cartographic | adj. 制图的 | cartographic evidence | 制图证据
cartography	kin	graph	graph	n. 图表	graph | n. 图表 | line graph / social graph | 折线图；社交图谱
cartography	kin	photography	photography	n. 摄影	photography | n. 摄影 | documentary photography / aerial photography | 纪实摄影；航拍
cartography	kin	geography	geography	n. 地理学	geography | n. 地理学 | human geography / economic geography | 人文地理学；经济地理学
earthquake	family	quake	quake	n./v. 地震；震动	quake | n./v. 地震；震动 | major quake | 大地震
tsunami	family	tsunamic	tsunamic	adj. 海啸的	tsunamic | adj. 海啸的 | tsunamic wave | 海啸波
volcano	family	volcanic	volcanic	adj. 火山的	volcanic | adj. 火山的 | volcanic ash | 火山灰
watershed	family	catchment	catchment	n. 集水区	catchment | n. 集水区 | catchment area | 集水区
basin	family	basinal	basinal	adj. 盆地的	basinal | adj. 盆地的 | basinal deposit | 盆地沉积
delta	family	deltaic	deltaic	adj. 三角洲的	deltaic | adj. 三角洲的 | deltaic plain | 三角洲平原
socialization	family	socialize	socialize	v. 使社会化；社交	socialize | v. 使社会化；社交 | socialize children | 使儿童社会化
socialization	kin	social	social	adj. 社会的；社交的	social | adj. 社会的；社交的 | social media / social inequality | 社交媒体；社会不平等
socialization	kin	society	society	n. 社会	society | n. 社会 | modern society / civil society | 现代社会；公民社会
socialization	kin	sociology	sociology	n. 社会学	sociology | n. 社会学 | urban sociology / sociology of education | 城市社会学；教育社会学
discrimination	family	discriminate	discriminate	v. 歧视；区分	discriminate | v. 歧视；区分 | discriminate against migrants | 歧视移民
marginalization	family	marginalize	marginalize	v. 边缘化	marginalize | v. 边缘化 | marginalize communities | 边缘化社群
collectivism	family	collectivist	collectivist	adj. 集体主义的	collectivist | adj. 集体主义的 | collectivist society | 集体主义社会
collectivism	kin	collect	collect	v. 收集	collect | v. 收集 | collect data / collect taxes | 收集数据；征税
collectivism	kin	collective	collective	adj./n. 集体的；集体	collective | adj./n. 集体的；集体 | collective memory / farming collective | 集体记忆；农业合作社
collectivism	kin	recollect	recollect	v. 回忆	recollect | v. 回忆 | recollect childhood memories / recollect past events | 回忆童年记忆；回想往事
individualism	family	individualist	individualist	adj. 个人主义的	individualist | adj. 个人主义的 | individualist culture | 个人主义文化
lineage	family	lineal	lineal	adj. 直系的	lineal | adj. 直系的 | lineal descent | 直系血统
ritualistic	family	ritual	ritual	n. 仪式	ritual | n. 仪式 | funeral ritual | 葬礼仪式
acculturation	family	acculturate	acculturate	v. 适应异文化	acculturate | v. 适应异文化 | acculturate migrants | 使移民文化适应
acculturation	kin	culture	culture	n. 文化	culture | n. 文化 | local culture / popular culture | 地方文化；大众文化
acculturation	kin	cultivate	cultivate	v. 培养；耕种	cultivate | v. 培养；耕种 | cultivate critical thinking / cultivate crops | 培养批判思维；种植作物
acculturation	kin	agriculture	agriculture	n. 农业	agriculture | n. 农业 | sustainable agriculture / modern agriculture | 可持续农业；现代农业
subculture	family	subcultural	subcultural	adj. 亚文化的	subcultural | adj. 亚文化的 | subcultural identity | 亚文化身份
subculture	kin	culture	culture	n. 文化	culture | n. 文化 | youth culture / popular culture | 青年文化；大众文化
subculture	kin	cultivate	cultivate	v. 培养；耕种	cultivate | v. 培养；耕种 | cultivate taste / cultivate crops | 培养品味；耕种作物
subculture	kin	agriculture	agriculture	n. 农业	agriculture | n. 农业 | modern agriculture / sustainable agriculture | 现代农业；可持续农业
stereotype	family	stereotype	stereotype	v. 对……形成刻板印象	stereotype | v. 对……形成刻板印象 | stereotype minorities | 对少数群体形成刻板印象
stereotype	kin	type	type	n. 类型	type | n. 类型 | data type / personality type | 数据类型；人格类型
stereotype	kin	prototype	prototype	n. 原型	prototype | n. 原型 | working prototype / prototype testing | 可运行原型；原型测试
stereotype	kin	archetype	archetype	n. 原型；典型	archetype | n. 原型；典型 | hero archetype / cultural archetype | 英雄原型；文化原型
prejudice	family	prejudiced	prejudiced	adj. 有偏见的	prejudiced | adj. 有偏见的 | prejudiced judgement | 偏见判断
agency	family	agentic	agentic	adj. 有能动性的	agentic | adj. 有能动性的 | agentic behaviour | 能动行为
agency	kin	agent	agent	n. 代理人；作用者	agent | n. 代理人；作用者 | travel agent / causal agent | 旅行代理；致因因素
agency	kin	agenda	agenda	n. 议程	agenda | n. 议程 | political agenda / meeting agenda | 政治议程；会议议程
agency	kin	agile	agile	adj. 敏捷的	agile | adj. 敏捷的 | agile team / agile response | 敏捷团队；敏捷反应
structure	family	structural	structural	adj. 结构性的	structural | adj. 结构性的 | structural inequality | 结构性不平等
structure	kin	construct	construct	v. 建构；建造	construct | v. 建构；建造 | construct a theory / construct roads | 建构理论；修路
structure	kin	instruct	instruct	v. 指导；命令	instruct | v. 指导；命令 | instruct students / instruct officials | 指导学生；命令官员
structure	kin	destruction	destruction	n. 破坏	destruction | n. 破坏 | environmental destruction / destruction of evidence | 环境破坏；毁灭证据
constant	family	constant	constant	adj. 恒定的	constant | adj. 恒定的 | constant pressure | 恒定压力
coefficient	family	coefficiental	coefficiental	adj. 系数的	coefficiental | adj. 系数的 | coefficiental relation | 系数关系
function	family	functional	functional	adj. 功能的	functional | adj. 功能的 | functional relationship | 函数关系/功能关系
function	kin	junction	junction	n. 交叉点；连接处	junction | n. 交叉点；连接处 | railway junction / road junction | 铁路枢纽；道路交叉口
function	kin	functional	functional	adj. 功能的	functional | adj. 功能的 | functional design / functional literacy | 功能设计；功能性识字
function	kin	defunct	defunct	adj. 不再存在的	defunct | adj. 不再存在的 | defunct company / defunct law | 倒闭公司；废止法律
equation	family	equate	equate	v. 使相等；等同	equate | v. 使相等；等同 | equate value with price | 把价值等同于价格
derivative	family	derive	derive	v. 推导；源于	derive | v. 推导；源于 | derive equation | 推导方程
mean	family	meaned	meaned	adj. 被意指的	meaned | adj. 被意指的 | meaned message | 意指信息
median	family	median	median	adj. 中间的	median | adj. 中间的 | median value | 中位值
mode	family	modal	modal	adj. 模态的	modal | adj. 模态的 | modal value | 众数值
variance	family	vary	vary	v. 变化	vary | v. 变化 | values vary | 数值变化
regression	family	regress	regress	v. 回归；倒退	regress | v. 回归；倒退 | regress toward mean | 向均值回归
sample	family	sample	sample	v. 抽样	sample | v. 抽样 | sample households | 抽样家庭
population	family	populate	populate	v. 居住于；填充	populate | v. 居住于；填充 | populate database | 填充数据库
significance	family	significant	significant	adj. 显著的	significant | adj. 显著的 | significant difference | 显著差异
significance	kin	sign	sign	n./v. 标志；签署	sign | n./v. 标志；签署 | traffic sign / sign a treaty | 交通标志；签署条约
significance	kin	signal	signal	n./v. 信号；表明	signal | n./v. 信号；表明 | warning signal / signal a shift | 警告信号；表明转变
significance	kin	signify	signify	v. 表示；意味着	signify | v. 表示；意味着 | signify consent / signify social status | 表示同意；意味着社会地位
approximation	family	approximate	approximate	v./adj. 近似/近似的	approximate | v./adj. 近似/近似的 | approximate value | 近似值
approximation	kin	proximity	proximity	n. 接近；邻近	proximity | n. 接近；邻近 | geographical proximity / proximity to schools | 地理邻近；靠近学校
approximation	kin	proxy	proxy	n. 代理；替代指标	proxy | n. 代理；替代指标 | proxy indicator / vote by proxy | 替代指标；代理投票
approximation	kin	approach	approach	n./v. 方法；接近	approach | n./v. 方法；接近 | research approach / approach a problem | 研究方法；处理问题
planet	family	planetary	planetary	adj. 行星的	planetary | adj. 行星的 | planetary orbit | 行星轨道
universe	family	universal	universal	adj. 普遍的	universal | adj. 普遍的 | universal law | 普遍规律
satellite	family	satellitic	satellitic	adj. 卫星的；附属的	satellitic | adj. 卫星的；附属的 | satellitic system | 卫星系统
rotation	family	rotate	rotate	v. 旋转	rotate | v. 旋转 | rotate around axis | 绕轴旋转
rotation	kin	rotate	rotate	v. 旋转；轮换	rotate | v. 旋转；轮换 | rotate crops / rotate staff | 轮作；轮换员工
rotation	kin	wheel	wheel	n. 轮子	wheel | n. 轮子 | steering wheel / water wheel | 方向盘；水车
rotation	kin	orbit	orbit	n./v. 轨道；绕行	orbit | n./v. 轨道；绕行 | planetary orbit / orbit the Earth | 行星轨道；绕地球运行
revolution	family	revolve	revolve	v. 公转；围绕	revolve | v. 公转；围绕 | revolve around the Sun | 绕太阳公转
revolution	kin	revolve	revolve	v. 旋转；围绕	revolve | v. 旋转；围绕 | planets revolve / revolve around profit | 行星旋转；围绕利润
revolution	kin	evolve	evolve	v. 进化；发展	evolve | v. 进化；发展 | species evolve / ideas evolve | 物种进化；观念发展
revolution	kin	involve	involve	v. 涉及	involve | v. 涉及 | involve high costs / involve local residents | 涉及高成本；涉及当地居民
constellation	family	constellated	constellated	adj. 群聚的	constellated | adj. 群聚的 | constellated stars | 群聚星体
nebula	family	nebular	nebular	adj. 星云的	nebular | adj. 星云的 | nebular gas | 星云气体
cosmology	family	cosmological	cosmological	adj. 宇宙学的	cosmological | adj. 宇宙学的 | cosmological model | 宇宙学模型
cosmology	kin	cosmos	cosmos	n. 宇宙	cosmos | n. 宇宙 | the ancient cosmos / cosmos exploration | 古代宇宙观；宇宙探索
cosmology	kin	cosmetic	cosmetic	adj./n. 化妆品；表面的	cosmetic | adj./n. 化妆品；表面的 | cosmetic surgery / cosmetic change | 整容手术；表面改动
cosmology	kin	microcosm	microcosm	n. 缩影	microcosm | n. 缩影 | school as a microcosm / urban microcosm | 学校作为社会缩影；城市缩影
asteroid	family	asteroidal	asteroidal	adj. 小行星的	asteroidal | adj. 小行星的 | asteroidal fragment | 小行星碎片
spontaneous	family	spontaneity	spontaneity	n. 自发性	spontaneity | n. 自发性 | emotional spontaneity | 情绪自发性
sporadic	family	sporadically	sporadically	adv. 零星地	sporadically | adv. 零星地 | occur sporadically | 零星发生
strenuous	family	strenuously	strenuously	adv. 竭力地	strenuously | adv. 竭力地 | strenuously oppose | 强烈反对
subtle	family	subtlety	subtlety	n. 微妙之处	subtlety | n. 微妙之处 | semantic subtlety | 语义微妙处
superficial	family	superficiality	superficiality	n. 表面性；肤浅	superficiality | n. 表面性；肤浅 | superficiality of reform | 改革表面化
surmount	family	surmountable	surmountable	adj. 可克服的	surmountable | adj. 可克服的 | surmountable barrier | 可克服障碍
susceptible	family	susceptibility	susceptibility	n. 易感性	susceptibility | n. 易感性 | disease susceptibility | 疾病易感性
susceptible	kin	receive	receive	v. 接收；接受	receive | v. 接收；接受 | receive signals / receive treatment | 接收信号；接受治疗
susceptible	kin	receptor	receptor	n. 受体；接收器	receptor | n. 受体；接收器 | cell receptor / signal receptor | 细胞受体；信号受体
susceptible	kin	perception	perception	n. 感知；看法	perception | n. 感知；看法 | risk perception / public perception | 风险感知；公众认知
shareholder	family	shareholding	shareholding	n. 持股	shareholding | n. 持股 | shareholding structure | 股权结构
profitability	family	profitable	profitable	adj. 盈利的	profitable | adj. 盈利的 | profitable business | 盈利企业
liquidity	family	liquid	liquid	adj. 流动的；易变现的	liquid | adj. 流动的；易变现的 | liquid asset | 流动资产
solvency	family	solvent	solvent	adj. 有偿付能力的	solvent | adj. 有偿付能力的 | solvent company | 有偿付能力的公司
leverage	family	leveraged	leveraged	adj. 杠杆化的	leveraged | adj. 杠杆化的 | leveraged firm | 高杠杆公司
diversification	family	diversify	diversify	v. 多元化	diversify | v. 多元化 | diversify income | 分散收入
procurement	family	procure	procure	v. 采购；获得	procure | v. 采购；获得 | procure supplies | 采购物资
segmentation	family	segment	segment	v. 细分	segment | v. 细分 | segment consumers | 细分消费者
positioning	family	position	position	v. 定位	position | v. 定位 | position a product | 定位产品
positioning	kin	position	position	n./v. 位置；定位	position | n./v. 位置；定位 | market position / position a brand | 市场位置；定位品牌
positioning	kin	deposit	deposit	n./v. 存款；沉积	deposit | n./v. 存款；沉积 | bank deposit / deposit sediment | 银行存款；沉积沉积物
positioning	kin	positive	positive	adj. 积极的；阳性的	positive | adj. 积极的；阳性的 | positive effect / positive test | 积极影响；阳性检测
monetization	family	monetize	monetize	v. 变现	monetize | v. 变现 | monetize traffic | 流量变现
monetization	kin	money	money	n. 钱	money | n. 钱 | public money / make money | 公共资金；赚钱
monetization	kin	monetary	monetary	adj. 货币的；金钱的	monetary | adj. 货币的；金钱的 | monetary policy / monetary reward | 货币政策；金钱奖励
monetization	kin	monetize	monetize	v. 变现	monetize | v. 变现 | monetize content / monetize traffic | 内容变现；流量变现
valuation	family	value	value	v. 估价	value | v. 估价 | value a company | 给公司估值
audit	family	audit	audit	v. 审计	audit | v. 审计 | audit accounts | 审计账目
tensile	family	tension	tension	n. 张力	tension | n. 张力 | structural tension | 结构张力
compressive	family	compression	compression	n. 压缩	compression | n. 压缩 | material compression | 材料压缩
compressive	kin	pressure	pressure	n. 压力	pressure | n. 压力 | social pressure / water pressure | 社会压力；水压
compressive	kin	impression	impression	n. 印象；压痕	impression | n. 印象；压痕 | first impression / deep impression | 第一印象；深刻印象
compressive	kin	oppression	oppression	n. 压迫	oppression | n. 压迫 | political oppression / economic oppression | 政治压迫；经济压迫
ductility	family	ductile	ductile	adj. 有延展性的	ductile | adj. 有延展性的 | ductile metal | 延展性金属
ductility	kin	duct	duct	n. 管道	duct | n. 管道 | air duct / tear duct | 通风管道；泪管
ductility	kin	conduct	conduct	v. 传导；实施	conduct | v. 传导；实施 | conduct heat / conduct research | 导热；开展研究
ductility	kin	induction	induction	n. 归纳；诱导	induction | n. 归纳；诱导 | logical induction / induction training | 逻辑归纳；入职培训
fracture	family	fracture	fracture	v. 断裂	fracture | v. 断裂 | fracture under stress | 在压力下断裂
fracture	kin	fraction	fraction	n. 分数；一小部分	fraction | n. 分数；一小部分 | a fraction of income / fraction calculation | 收入的一小部分；分数计算
fracture	kin	fragment	fragment	n./v. 碎片；碎裂	fragment | n./v. 碎片；碎裂 | text fragment / fragment society | 文本片段；撕裂社会
fracture	kin	fragile	fragile	adj. 脆弱的	fragile | adj. 脆弱的 | fragile ecosystem / fragile glass | 脆弱生态系统；易碎玻璃
corrosion	family	corrode	corrode	v. 腐蚀	corrode | v. 腐蚀 | corrode steel | 腐蚀钢铁
fatigue	family	fatigued	fatigued	adj. 疲劳的	fatigued | adj. 疲劳的 | fatigued structure | 疲劳结构
lubrication	family	lubricate	lubricate	v. 润滑	lubricate | v. 润滑 | lubricate machinery | 润滑机器
lubrication	kin	lubricant	lubricant	n. 润滑剂	lubricant | n. 润滑剂 | engine lubricant / industrial lubricant | 发动机润滑剂；工业润滑剂
lubrication	kin	lubricate	lubricate	v. 润滑	lubricate | v. 润滑 | lubricate machinery / lubricate joints | 润滑机器；润滑关节
lubrication	kin	liquid	liquid	n./adj. 液体；液态的	liquid | n./adj. 液体；液态的 | liquid fuel / liquid assets | 液体燃料；流动资产
machining	family	machine	machine	v. 机械加工	machine | v. 机械加工 | machine parts | 加工零件
calibration	family	calibrate	calibrate	v. 校准	calibrate | v. 校准 | calibrate equipment | 校准设备
prototyping	family	prototype	prototype	n./v. 原型/制作原型	prototype | n./v. 原型/制作原型 | prototype a device | 制作设备原型
prototyping	kin	type	type	n. 类型	type | n. 类型 | product type / data type | 产品类型；数据类型
prototyping	kin	prototype	prototype	n. 原型	prototype | n. 原型 | working prototype / prototype testing | 可运行原型；原型测试
prototyping	kin	typing	typing	n. 打字；类型化	typing | n. 打字；类型化 | touch typing / typing speed | 盲打；打字速度
phonology	family	phonological	phonological	adj. 音系的	phonological | adj. 音系的 | phonological awareness | 音系意识
phonology	kin	phone	phone	n. 电话；音素相关	phone | n. 电话；音素相关 | mobile phone / phone call | 手机；电话通话
phonology	kin	phonetics	phonetics	n. 语音学	phonetics | n. 语音学 | articulatory phonetics / English phonetics | 发音语音学；英语语音学
phonology	kin	symphony	symphony	n. 交响乐	symphony | n. 交响乐 | classical symphony / symphony orchestra | 古典交响乐；交响乐团
syntax	family	syntactic	syntactic	adj. 句法的	syntactic | adj. 句法的 | syntactic rule | 句法规则
pragmatics	family	pragmatic	pragmatic	adj. 语用的；务实的	pragmatic | adj. 语用的；务实的 | pragmatic context | 语用语境
bilingual	family	bilingualism	bilingualism	n. 双语能力	bilingualism | n. 双语能力 | childhood bilingualism | 儿童双语能力
bilingual	kin	linguistics	linguistics	n. 语言学	linguistics | n. 语言学 | applied linguistics / historical linguistics | 应用语言学；历史语言学
bilingual	kin	lingua	lingua	n. 语言	lingua | n. 语言 | lingua franca / Latin lingua | 通用语；拉丁语
bilingual	kin	monolingual	monolingual	adj. 单语的	monolingual | adj. 单语的 | monolingual education / monolingual speakers | 单语教育；单语者
multilingual	family	multilingualism	multilingualism	n. 多语能力	multilingualism | n. 多语能力 | urban multilingualism | 城市多语现象
multilingual	kin	language	language	n. 语言	language | n. 语言 | native language / language policy | 母语；语言政策
multilingual	kin	bilingual	bilingual	adj. 双语的	bilingual | adj. 双语的 | bilingual education / bilingual speaker | 双语教育；双语者
multilingual	kin	lingua	lingua	n. 语言	lingua | n. 语言 | lingua franca / Latin lingua | 通用语；拉丁语
articulation	family	articulate	articulate	v. 表达；发音	articulate | v. 表达；发音 | articulate concerns | 表达担忧
articulation	kin	article	article	n. 文章；条款	article | n. 文章；条款 | academic article / constitutional article | 学术文章；宪法条款
articulation	kin	particle	particle	n. 粒子；颗粒	particle | n. 粒子；颗粒 | air particle / subatomic particle | 空气颗粒；亚原子粒子
articulation	kin	particular	particular	adj. 特定的	particular | adj. 特定的 | particular issue / particular context | 特定问题；具体语境
intonation	family	intonational	intonational	adj. 语调的	intonational | adj. 语调的 | intonational change | 语调变化
cohesion	family	cohesive	cohesive	adj. 有衔接的	cohesive | adj. 有衔接的 | cohesive paragraph | 衔接良好的段落
cohesion	kin	adhesive	adhesive	n./adj. 粘合剂；有粘性的	adhesive | n./adj. 粘合剂；有粘性的 | strong adhesive / adhesive material | 强力胶；粘性材料
cohesion	kin	cohere	cohere	v. 连贯；凝聚	cohere | v. 连贯；凝聚 | ideas cohere / groups cohere | 观点连贯；群体凝聚
cohesion	kin	adhere	adhere	v. 遵守；粘附	adhere | v. 遵守；粘附 | adhere to principles / adhere to glass | 坚持原则；粘在玻璃上
coherence	family	coherent	coherent	adj. 连贯的	coherent | adj. 连贯的 | coherent argument | 连贯论证
coherence	kin	adhere	adhere	v. 粘附；坚持	adhere | v. 粘附；坚持 | adhere to principles / adhere to the surface | 坚持原则；粘附在表面
coherence	kin	inherent	inherent	adj. 固有的	inherent | adj. 固有的 | inherent risk / inherent value | 固有风险；内在价值
coherence	kin	cohere	cohere	v. 连贯；凝聚	cohere | v. 连贯；凝聚 | ideas cohere / groups cohere | 观点连贯；群体凝聚
verbal	family	verb	verb	n. 动词	verb | n. 动词 | verbal form | 动词形式
nonverbal	family	nonverbally	nonverbally	adv. 非语言地	nonverbally | adv. 非语言地 | communicate nonverbally | 非语言交流
transcription	family	transcribe	transcribe	v. 转写	transcribe | v. 转写 | transcribe speech | 转写语音
transcription	kin	script	script	n. 文字；脚本	script | n. 文字；脚本 | ancient script / film script | 古文字；电影剧本
